genbank_id,sequence_id,organism,country,host,collection_date,sex,lat_lon,note
OQ304157,GFS_PHI_1132,Tetramesa sp. 26,South Africa: Phinda,Eragrostis rigidior,,f,27.891 S 32.21 E,
OQ304158,GFS_PHI_1164F,Eurytomidae,South Africa: Phinda,Eragrostis rigidior,,f,27.891 S 32.21 E,
OQ304159,GFS_PHI_1189F,Tetramesa sp. 18,South Africa: Phinda,Eragrostis gummiflua,,f,27.891 S 32.21 E,
OQ304160,GFS_PHI_1189M,Tetramesa sp. 18,South Africa: Phinda,Eragrostis gummiflua,,m,27.891 S 32.21 E,
OQ304161,GFS_PHI_1190F,Tetramesa sp. 2,South Africa: Phinda,Sporobolus pyramidalis,2021,f,27.891 S 32.21 E,
OQ304162,GFS_PHI_1196F,Tetramesa sp. 10,South Africa: Hluhluwe Mine,Eragrostis trichophora,,f,28.033 S 32.283 E,
OQ304163,GFS_PHI_1196M,Tetramesa sp. 11,South Africa: Hluhluwe Mine,Eragrostis trichophora,,m,28.033 S 32.283 E,
OQ304164,GFS_PHI_1205F,Tetramesa sp. 26,South Africa: Phinda,Eragrostis rigidior,,f,27.891 S 32.21 E,
OQ304165,GFS_PHI_1232F,Tetramesa sp. 26,South Africa: Phinda,Eragrostis rigidior,,f,27.891 S 32.21 E,
OQ304166,GFS_PHI_1238M,Tetramesa sp. 11,South Africa: Hluhluwe Mine,Eragrostis trichophora,,m,28.033 S 32.283 E,
OQ304167,GFS_PHI_1416F,Tetramesa sp. 26,South Africa: Phinda,Eragrostis rigidior,,f,27.891 S 32.21 E,
OQ304168,GFS_PHI_1419F,Tetramesa sp. 18,South Africa: Phinda,Eragrostis gummiflua,,f,27.891 S 32.21 E,
OQ304169,GFS_PHI_1436_3,Tetramesa sp. 2,South Africa: Phinda,Sporobolus pyramidalis,2021,,27.891 S 32.21 E,
OQ304170,GFS_PHI_1447,Tetramesa sp. 18,South Africa: Phinda,Eragrostis gummiflua,,m,27.891 S 32.21 E,
OQ304171,GFS_PHI_1447M,Tetramesa sp. 18,South Africa: Phinda,Eragrostis gummiflua,,m,27.891 S 32.21 E,
OQ304172,KCP_2020_00175,Tetramesa sp. 20,"South Africa: Kombuisland farm, Marquard",Eragrostis plana,2022,m,28.769 S 27.527 E,
OQ304173,KCP_2020_00177,Tetramesa sp. 23,"South Africa: Kombuisland farm, Marquard",Eragrostis biflora,2022,m,28.769 S 27.527 E,
OQ304174,KCP_2020_00184,Tetramesa sp. 18,"South Africa: Kombuisland farm, Marquard",Eragrostis gummiflua,,f,28.756 S 27.558 E,
OQ304175,KCP_2020_00185,Tetramesa sp. 18,"South Africa: Kombuisland farm, Marquard",Eragrostis gummiflua,2022,f,28.769 S 27.527 E,
OQ304176,KCP_2020_00186,Tetramesa sp. 18,"South Africa: Kombuisland farm, Marquard",Eragrostis gummiflua,2022,f,28.769 S 27.527 E,
OQ304177,KCP_2020_00199,Tetramesa sp. 25,"South Africa: Kombuisland farm, Marquard",Eragrostis plana,2022,f,28.769 S 27.527 E,
OQ304178,KCP_2020_00201,Tetramesa sp. 25,"South Africa: Kombuisland farm, Marquard",Eragrostis plana,2022,f,28.769 S 27.527 E,
OQ304179,KCP_2020_00207,Tetramesa sp. 25,"South Africa: Kombuisland farm, Marquard",Eragrostis plana,,f,28.756 S 27.558 E,
OQ304180,KCP_2020_00213,Tetramesa sp. 20,"South Africa: Kombuisland farm, Marquard",Eragrostis plana,2022,f,28.769 S 27.527 E,
OQ304181,KCP_2020_00217,Tetramesa sp. 23,"South Africa: Kombuisland farm, Marquard",Eragrostis biflora,2022,m,28.769 S 27.527 E,
OQ304182,KCP_2020_00224,Tetramesa sp. 20,"South Africa: Kombuisland farm, Marquard",Eragrostis plana,2022,f,28.769 S 27.527 E,
OQ304183,KCP_2020_00225,Tetramesa sp. 20,"South Africa: Kombuisland farm, Marquard",Eragrostis plana,,f,28.756 S 27.558 E,
OQ304184,KCP_2020_00233,Tetramesa sp. 20,"South Africa: Kombuisland farm, Marquard",Eragrostis plana,2022,m,28.756 S 27.558 E,
